,Doctor,Review,5 
394,Jonathan S. Jaivin| MD| FACS,�I came to know SCOI as a result of a reconstruction surgery my son had on his shoulder. I was so impressed with the results and care that when my feet started giving me fits| I researched a doctor at SCOI. Dr. Jaivin was the only one that just worked on feet so I figured he has to be the best for me. I was not wrong. My first experience was when Dr. Jaivin operated on both feet for Tarsal Tunnel. My experience was amazing. I had no post-operation pain. Prior to the operation| I was a virtually crippled. With this operation| both feet are pain-free from this issue.�,3
395,Mark H. Getelman| MD,�I tore my ACL during a training for my job. I was referred to the Southern California Orthopedic Institute by my Workers Compensation adjuster for treatment. Upon entering the Thousand Oaks office| I knew immediately that I was going to be taken care of very well. The office ambience exudes a professional and welcoming atmosphere. Reception staff were courteous| professional| and concerned with my privacy. My wait in the lobby was minimal and the Nurse/Tech who came to get me was thorough in confirming the problems I was experiencing and what to expect during this visit. Everything was explained to me| step by step| and they asked if I had any questions or concerns. Doctor Getelman entered the examination room after a brief wait| introduced himself and confirmed my complaints. He then proceeded with a very thorough examination| ordered X-Rays (onsite)| then ordered an MRI to confirm my torn ACL. Treatments & Prognosis were discussed| then we proceeded with the agreed upon treatment and Physical Therapy. With the suggestions and follow through treatments| I am much better off than I was when I was injured. Too bad I couldn't give you 6 stars.�,5
396,Carlos A. Guanche| MD,�I went to see Dr. Guanche for my hip| since day one till the day of my surgery| Dr. Guanche and his staff where great and friendly. My over all experience was great| post surgery my hip feels good hardly any pain and I have a lot of confidence in the work that Dr. Guanche and his staff did. Thanks again for everything.�,5
397,Ronald P. Karzel| MD,�Dr. Karzel not only is an outstanding surgeon| he also spends time with you at every appointment and makes you feel important. Dr. Karzel even spends time with my wife after surgery in the waiting room which means a lot to her and myself.�,5
398,Mark H. Getelman| MD,�Great care and treatment.�,5
399,Ronald P. Karzel| MD,�Dr. Ronald Karzel is such an amazing human being. My life improved the minute I met him. So very grateful. My buddy Ron| thanks brother.�,5
400,Deborah A. Casta�eda| MD,�So far I'm very pleased with the doctor| the assistants and the surgery. I still have a ways to go| but I'm feeling confident my foot will have a full recovery. I'm so glad there's an office right here in Simi Valley.�,5
401,John L. Etcheverry| DPM,�Fast check in| minimum waiting| great service. My doctor(s) is professional| attentive| great bedside manners and hospitable!! They explained in detail about my diagnosis; I never felt rushed through my appointment and will definitely keep them as my providers (Etcheverry and Shapiro) THANK YOU BOTH FOR YOUR AWESOMENESS!! I most appreciate that the both of you are very well aware of CrossFit and help me recognize what I need to do to keep my feet and elbows strong| healthy| and in place in order for me to function effectively in the box...YOU GUYS ROCK!!�,5
402,Richard D. Ferkel| MD,�The best now and twenty years ago.�,5
403,Christopher D. Hamilton| MD,�Great doctor. I had heard great things about Dr. Hamilton and was thankful that he did my surgery. He took time to explain in detail pre and post surgery my condition with my knee. I would absolutely recommend Dr. Hamilton.�,5
404,Christopher D. Hamilton| MD,�Dr. Hamilton and his staff are the best| I was very scared to undergo surgery. They made me feel relaxed and well taken care of. The follow-up emails to check up on me were very helpful. The center is very clean| there is just a peaceful feeling.�,5
405,A. Elizabeth Bloz�| MD,�It was over 14 years ago that I first received treatment from Dr. Bloz� for my spinal stenosis and she was been great. I still haven't required surgery! Other SCOI experiences include total knee replacements done by Dr. Marc Friedman 6.5 years ago that have been wonderful and elbow treatment by Dr. Lynch. Until my knees required replacement| Dr. Karzel provided excellent treatment. Dr. Karzel recommended Dr. Friedman so I also thank him for that.�,5
